ID,JMS_TIME,CREATED,UPDATED,BATCH_ID,ENTITY,GROUP,STATUS,STATUS_CODE_DYNAMICS,SOURCE_SYSTEM,LEGAL_ENTITY,EXEC_ID
111027,1.66E+12,8/31/2022 15:47,9/1/2022 0:00,B-9f847880-b7e9-411a-aa29-87ec52ec35c8,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-08-31T23:58:01-3F3C7DE074CF460B95BC1B51512D96D2
111028,1.66E+12,8/31/2022 15:47,9/1/2022 0:02,B-61419cf4-9cb0-4399-9144-d568d2d2c213,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:00:15-F10CD5C9DFED4D6D954A2745CFCFE28B
111029,1.66E+12,8/31/2022 15:47,9/1/2022 0:04,B-16323dc9-4a6c-4611-83e5-40fc59adedd2,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:02:31-1EAB47D6D320432E986BC48D20BEFE60
111030,1.66E+12,8/31/2022 15:47,9/1/2022 0:07,B-7b23f1fa-469e-4c1b-a7b1-fb9c9260fe99,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:05:01-77992B19B76D4045ADEFB34363A525D3
111038,1.66E+12,8/31/2022 15:55,9/1/2022 0:10,B-2abe933d-1a13-424d-8754-7c8c5de06af6,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:07:16-576654ECDBA944D5995C094A369457EF
111040,1.66E+12,8/31/2022 15:56,9/1/2022 0:12,B-75b03b46-8dd4-47e6-83d1-a5304666b76c,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:10:15-F37EBBB6C124406C8A6B892E2EF873BA
111041,1.66E+12,8/31/2022 15:56,9/1/2022 0:14,B-4912d2cc-b433-4449-a939-c0fad23715d9,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:12:45-03F823D3BB004241A6B6315DB3E4AA52
111042,1.66E+12,8/31/2022 15:56,9/1/2022 0:17,B-b92f3810-6b4d-455b-8343-f82910d4c5db,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:15:01-C242860E22F741E18E6585BE87A75FF8
111044,1.66E+12,8/31/2022 15:56,9/1/2022 0:19,B-bdec0cac-03d9-438a-bd43-e46ee184a2ef,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:17:16-48E9BCD5971844D8BC1ECA762E7CF7D0
111045,1.66E+12,8/31/2022 15:56,9/1/2022 0:22,B-c34b07dd-02bc-4d3c-aa8a-84622886fa72,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:20:01-C775E57D8C6F479D9BAADE1DC4241581
111046,1.66E+12,8/31/2022 15:56,9/1/2022 0:25,B-243700c8-caa5-4960-8fff-4f2eebb4e64d,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:23:01-E4570926DC284183BB1CDB421DEE8071
111047,1.66E+12,8/31/2022 15:56,9/1/2022 0:27,B-34861aa0-14f8-4da0-993f-3ffb8f98d64a,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:25:16-562F7F7C520E4D94980CB24805FA06C6
111048,1.66E+12,8/31/2022 15:56,9/1/2022 0:29,B-77fe730b-405a-45aa-8a98-13f8ce5228d3,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:27:46-89D289E06B6443A4B82BF837B60AEA5A
111049,1.66E+12,8/31/2022 15:56,9/1/2022 0:32,B-a5005944-0663-45cd-8b82-7143b645f084,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:30:01-6B0DEADA9CD54E76A7B34DFC34AFFA3F
111050,1.66E+12,8/31/2022 15:56,9/1/2022 0:37,B-af2d6319-da1c-4568-8b5c-8e14f6aa73ad,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:32:15-60D8EB4BDF0D48F4A74EEE337DE8F25B
111051,1.66E+12,8/31/2022 15:56,9/1/2022 0:42,B-e075a549-ed14-4958-8390-694286796c10,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:37:30-1575A2ECE6B74D42A9BD7249A2495DD1
111052,1.66E+12,8/31/2022 15:57,9/1/2022 0:45,B-bb9d8523-bf37-4e7b-b5d0-6d04d6db4174,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:43:01-36D078FB17004DBB8A22181C62B1D9F6
111053,1.66E+12,8/31/2022 15:57,9/1/2022 0:48,B-2dd3d6c8-de48-4196-9035-90b79b0cb5fb,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:45:46-91271C053D6343D19CCD51B77FCF22AB
111054,1.66E+12,8/31/2022 15:57,9/1/2022 0:50,B-72f2eadd-8f6d-4968-8d38-30718eb4f725,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:48:31-915BA6406FD640FE81A6462BA5A542C7
111055,1.66E+12,8/31/2022 15:57,9/1/2022 0:55,B-11d3cbc5-5abe-4ab7-b46f-98838ff7d3f1,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:53:16-0206170C1C77477C9DAACE02F83D6A46
111056,1.66E+12,8/31/2022 15:57,9/1/2022 1:00,B-0fce5456-c428-4599-9849-8cf6ea0775cd,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:58:01-65C4E44AE7134C4E90EB3B965BD4F316
111057,1.66E+12,8/31/2022 15:57,9/1/2022 0:53,B-664ebba1-08d1-4516-85ae-70a3c181d844,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:51:00-F75E52AB67EF4408AA01492416395EA9
111058,1.66E+12,8/31/2022 15:57,9/1/2022 1:02,B-03a02225-2898-478a-9f38-e8948578bf37,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:00:16-CBD108CAD1474A9EB751D358EA7ECF05
111059,1.66E+12,8/31/2022 15:57,9/1/2022 0:57,B-fb87dad2-b463-4e8d-8088-25bc9f897aa4,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T00:55:30-C9FD9E458ECD483F8B268603143792B9
111060,1.66E+12,8/31/2022 15:57,9/1/2022 1:05,B-b9ed266a-d5ac-45e9-9bd5-bba36996598c,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:03:01-D8563CCB6738408CB90BE152C9435BDD
111061,1.66E+12,8/31/2022 15:57,9/1/2022 1:08,B-1a01f1f5-98e3-4d2b-8594-188a17915682,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:05:16-2EFEBA3697204DED8A4FC5AB833D8192
111062,1.66E+12,8/31/2022 15:57,9/1/2022 1:11,B-0ebc418e-b4b4-4b6e-af68-631748a7bc2a,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:08:16-DFAEFFBB72E94C909DE4F7739FA88F35
111063,1.66E+12,8/31/2022 15:57,9/1/2022 1:15,B-7c89db29-7df1-4c79-ab51-270981ec77b4,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:12:01-D41AF72369474148A7F304940E871981
111064,1.66E+12,8/31/2022 15:57,9/1/2022 1:20,B-ace41359-e1de-4b51-a3ae-2e7e2f2ede94,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:18:16-E8351E6F2DB64C7FBA01476355FE525A
111065,1.66E+12,8/31/2022 15:57,9/1/2022 1:18,B-bc94774c-a770-463a-905c-a4f28147fa14,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:15:46-1E972ECA21F740148B2703CCA7F2743B
111066,1.66E+12,8/31/2022 15:57,9/1/2022 1:22,B-9eda14c3-3283-45c7-a101-019e82382da4,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:20:31-7523CAEE7E9B4203ADE791D5D0A6A8E7
111067,1.66E+12,8/31/2022 15:57,9/1/2022 1:24,B-cd1d5d81-5b39-42c2-be61-d0c4e0e94637,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:22:46-FF38695920CC4FE2B72DC23F25EC1B4B
111068,1.66E+12,8/31/2022 15:57,9/1/2022 1:27,B-f7e9e792-faac-4a1f-bd05-ff4d15d75106,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:25:01-D41EF1532ADB45DAA898A462810B7008
111069,1.66E+12,8/31/2022 15:57,9/1/2022 1:32,B-f4858675-a5cb-4b98-8a9b-3ed77c743169,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:29:46-5AD63FD46AD445D0866BD535B63D1E01
111070,1.66E+12,8/31/2022 15:57,9/1/2022 1:29,B-9402e1aa-6525-4811-a063-999d7a4d4a97,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:27:16-F7C3238778E8425F9DCB5D0670E3545B
111071,1.66E+12,8/31/2022 15:57,9/1/2022 1:35,B-4483d260-d3b5-4499-b720-fa48a89d4d19,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:32:31-5BBC05A3F92B48ABAB977068D7458B7A
111092,1.66E+12,8/31/2022 16:34,9/1/2022 1:37,B-82d144a5-96d7-4074-96fe-cd728d25665b,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:35:16-82C0AC7D2857429EA800EA952A31F3A7
111093,1.66E+12,8/31/2022 16:34,9/1/2022 1:42,B-a2869877-587c-46c2-af07-a65fffa3f004,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:40:16-EFBD52C72DB84C97BDA3B40529839F2D
111094,1.66E+12,8/31/2022 16:34,9/1/2022 1:40,B-8bc9b8a2-3f98-450f-99d6-94b3ff396146,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:37:31-36EBE141371740CEB717C9EA0644A067
111095,1.66E+12,8/31/2022 16:34,9/1/2022 1:47,B-6e56af80-2334-4392-8fa7-92278b1035fe,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:45:02-03D0C94173EE41A08A78C24EA1C77CEA
111096,1.66E+12,8/31/2022 16:34,9/1/2022 1:49,B-df8742f8-e391-496b-b187-2fadb3c8f6c7,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:47:16-DC7D26E87634454C8F5D39E2EA3D01C8
111097,1.66E+12,8/31/2022 16:34,9/1/2022 1:54,B-10b3deee-1d7a-4eff-9062-67763a72197e,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:52:31-E581025D389B455290F3A7AA9D2DE94B
111098,1.66E+12,8/31/2022 16:34,9/1/2022 1:44,B-303e857d-1d44-4898-bee6-d21a2eba39bb,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:42:31-D0E82DA4478A40708AD0EB085CE4FB5F
111099,1.66E+12,8/31/2022 16:34,9/1/2022 1:52,B-ace9fc84-7807-45a8-8787-4c42e6bf5a39,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:50:01-93FFFBE25EF44A70BE2761F260829732
111100,1.66E+12,8/31/2022 16:34,9/1/2022 1:57,B-8e0a40fc-f557-4256-bebf-36a72c69c14d,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:55:01-4FD25198F4D94E06ABADA132D88614AA
111101,1.66E+12,8/31/2022 16:34,9/1/2022 1:59,B-b9b5ee86-1613-4b24-9a75-0ee3c9deb3fb,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:57:31-C2F8A7AB35734492A2A4F25A847429C6
111107,1.66E+12,8/31/2022 16:38,9/1/2022 2:05,B-19f3617e-ca4c-4dc2-8db2-8d14f1e20d15,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T01:59:46-E6A9C49C6C2740579C2F2F629022C60B
111108,1.66E+12,8/31/2022 16:38,9/1/2022 2:08,B-6915a67b-a693-4d52-b4b3-aa1c3b758dcc,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:05:45-2AD5647E6B4B463D9F1D64319A99B69E
111109,1.66E+12,8/31/2022 16:38,9/1/2022 2:10,B-238e25f6-ae46-4b70-9899-c35c811366c8,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:08:15-97D58A5931D84C6A9C3E2CE94F5BE657
111110,1.66E+12,8/31/2022 16:38,9/1/2022 2:12,B-edb249e9-188e-43bd-afe1-e108f73605e8,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:10:46-2739120AFF0C46D7AA6BA7923D85DFDE
111111,1.66E+12,8/31/2022 16:38,9/1/2022 2:15,B-e5a2fe85-1841-4163-ab74-aa3edeb66c5a,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:13:01-F2D3CCE8C5984996824C2671C4D96A45
111112,1.66E+12,8/31/2022 16:38,9/1/2022 2:21,B-83024bd9-42ae-4cf1-9f81-e3ed4c2cddd8,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:15:15-BB72EC82781740F790FEE88940BFE361
111113,1.66E+12,8/31/2022 16:38,9/1/2022 2:26,B-064a1293-36a1-48d0-9af9-d2cc00fe5099,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:24:31-E5BB637198BE4E019BFFDE578446FFEA
111114,1.66E+12,8/31/2022 16:38,9/1/2022 2:41,B-782e2a0c-c084-4a67-98a6-5bcbc42e2d5d,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:37:15-66E7CBC2320C4D5FBB9994533C3D024A
111115,1.66E+12,8/31/2022 16:38,9/1/2022 2:44,B-0b54a6f5-ad0d-4e47-b912-db0116389570,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:41:46-0C32AC8125E84683BC29BAB9C0BDFB42
111116,1.66E+12,8/31/2022 16:38,9/1/2022 2:46,B-87f8b7df-9168-4f30-af8b-05334165e51b,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:44:16-31B6CF39EC684534A8ABFEC72D9F4237
111117,1.66E+12,8/31/2022 16:38,9/1/2022 2:24,B-1b52ebb4-d3e1-4bc7-ba86-eb7b125ab814,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:21:45-4182C2317F85481F94B0AF42FD029143
111118,1.66E+12,8/31/2022 16:38,9/1/2022 2:29,B-0de8db86-ecbc-41f1-be8e-2baf421ab897,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:26:45-E8F9EACE687149C080FFB9C185379B57
111119,1.66E+12,8/31/2022 16:38,9/1/2022 2:31,B-24396faa-1116-49d9-aaee-867f1c442341,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:29:16-87391CE92B65414180421CCD3AD93F9F
111120,1.66E+12,8/31/2022 16:38,9/1/2022 2:34,B-322e5a99-bc0d-4a31-8ba8-913d8542e35a,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:32:00-22085DAEEDD847BBAA8A4E1E08835D08
111121,1.66E+12,8/31/2022 16:38,9/1/2022 2:37,B-0eb167fe-44fd-41c4-806a-64c47e7d67c9,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:34:16-4CB1C4CB4E6C46B08C88B3CF08730A3A
111122,1.66E+12,8/31/2022 16:38,9/1/2022 2:50,B-f024038f-dc4c-47ea-9abf-cd3cd3ae93b9,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:46:45-388A166D81F34E0FBFAB61A09EAEB7D2
111123,1.66E+12,8/31/2022 16:39,9/1/2022 2:53,B-bb40bde7-cb61-4762-8480-10916ab7adcd,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:50:31-FAB7689B6C1C4584BE8EB895AA32D63E
111124,1.66E+12,8/31/2022 16:39,9/1/2022 2:55,B-25ca48b8-4eef-4c15-8543-345deab13b6e,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:53:16-00188A81803A419F8F9200A12F867EBC
111128,1.66E+12,8/31/2022 16:46,9/1/2022 2:59,B-2e4b916f-7f89-4343-ab75-8722f00c8d28,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T02:56:00-574DCAC3E7C840C1926358F72C8039B8
111129,1.66E+12,8/31/2022 16:46,9/1/2022 10:00,B-f752cede-c369-43a3-af03-6d7fa9a535df,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T09:52:39-2D26A8DC0E9647079A6A753BAAE14D38
111131,1.66E+12,8/31/2022 16:46,9/1/2022 10:02,B-ce563a39-1c9a-41b7-b16a-abf361dcad96,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T10:00:24-D486FCE71B714629AA636EF046877132
111132,1.66E+12,8/31/2022 16:46,9/1/2022 10:42,B-24bcef09-c384-4e4e-b4b2-7c1ab22ba6e4,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T10:03:12-328C697A96524625883F739728D1DF01
111133,1.66E+12,8/31/2022 16:46,9/1/2022 10:44,B-1ed2bb79-4155-429d-9385-234886a7e5a4,ORDER,ORDERCUST,EXCEPTION,PartiallySucceeded,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T10:42:33-C246779D134E4E47B2142B543DE05330
111134,1.66E+12,8/31/2022 16:46,9/1/2022 10:47,B-a6684d76-8d0e-4a57-bfd6-2c3e7c6f76de,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T10:45:01-BAB63CA2605047EDA515E49554E9F0B0
111135,1.66E+12,8/31/2022 16:46,9/1/2022 10:49,B-2ccecc83-1093-489f-9f58-21e0f391c3c2,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T10:47:15-4B9F6DFBA1CF4EA8B68896A0C5588E63
111136,1.66E+12,8/31/2022 16:46,9/1/2022 10:52,B-d3b07a98-cc2f-4f3d-a559-abdf769cdd6c,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T10:49:46-76A82203DC924280B1C0CD2C1F89E5F7
111137,1.66E+12,8/31/2022 16:46,9/1/2022 10:54,B-b09c8328-4bab-49b9-a333-14dc43096a87,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T10:52:16-65BA51A6D2474FB8BD31E69F1B0B1D22
111138,1.66E+12,8/31/2022 16:46,9/1/2022 10:56,B-7fda108b-fa74-4df8-8a47-725326bb9a9d,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T10:54:46-D433FA6ADDE74FAB897D147EBD95FB80
111139,1.66E+12,8/31/2022 16:46,9/1/2022 10:59,B-5ad75e49-8f53-43ff-a109-d217f8298193,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T10:57:05-CD5B8734663541018BC022AA976E89EB
111140,1.66E+12,8/31/2022 16:46,9/1/2022 11:01,B-69322c58-bfb2-45d6-b3d4-110492baf7bd,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T10:59:16-9C2C177D3C4445A6B1857A392213D647
111141,1.66E+12,8/31/2022 16:46,9/1/2022 11:04,B-41418575-5708-4904-8f31-a85dadd1a541,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:01:46-E3EB1C57D23E4E829CD68C85C76185DD
111142,1.66E+12,8/31/2022 16:46,9/1/2022 11:06,B-e5c8ee23-02de-458b-994c-2010a08c92e1,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:04:17-E21AFB77DB0642C19D4C0E560F89D038
111143,1.66E+12,8/31/2022 16:46,9/1/2022 11:10,B-8a95989e-05eb-413d-aecb-81b358cc646d,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:07:01-681842611456446C903E46758CF5595C
111144,1.66E+12,8/31/2022 16:46,9/1/2022 11:12,B-f9f87346-3dcf-4c8a-9f4e-9a3e0fb41317,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:10:16-3EB468ABAF59481993B02FBA60576BBB
111145,1.66E+12,8/31/2022 16:47,9/1/2022 11:15,B-dfd353c7-5f58-4615-9bc1-ebce5e2140d3,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:13:01-C3D300FFC3554383A1961D71ECDC2AD1
111146,1.66E+12,8/31/2022 16:47,9/1/2022 11:18,B-b02f207c-a485-44f1-96cd-b3b935a8c738,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:15:31-83E3F335DC84497A93E84050E768F0F2
111147,1.66E+12,8/31/2022 16:47,9/1/2022 11:37,B-9363840c-bf9a-4827-a67e-263a7e6652d1,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:35:01-9604A74A81804C53A1A20263F8F0F154
111148,1.66E+12,8/31/2022 16:47,9/1/2022 11:40,B-96e798cb-748d-4456-8143-bf82aaa3cdd0,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:37:31-2F0F260250FD43278F5EB98BCEDA61AD
111149,1.66E+12,8/31/2022 16:47,9/1/2022 11:42,B-efc840ae-df45-43dc-a1c9-02175839afa4,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:40:15-8049B3B162874383AC1AED32C958CF9A
111150,1.66E+12,8/31/2022 16:47,9/1/2022 11:51,B-61ef6d38-fe4f-48e6-8991-0b0c51327bb7,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:49:05-C469CEFBBBB14040A4C39B8DCDDBF73B
111151,1.66E+12,8/31/2022 16:47,9/1/2022 11:54,B-d15c4a20-6c96-4640-86a4-cd79be03e0ff,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T11:51:31-BD598B0D0ACB465C9CE8F534237E28DA
111152,1.66E+12,8/31/2022 16:47,9/1/2022 12:29,B-34d0018f-2c53-420a-a1f3-625366d0ce0b,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T12:22:16-66F682B787044129AF0F29B6BBD81AA5
111156,1.66E+12,8/31/2022 16:54,9/1/2022 12:53,B-4c0bbe89-0202-4cb4-83a8-14fdba9b5905,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T12:50:46-1EDC763869284F89AFF45BECCB760AC0
111157,1.66E+12,8/31/2022 16:55,9/1/2022 13:02,B-14b2e1a7-5656-43a0-8e2f-6b25a1b227da,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T12:58:46-6F91EEDA119D431E8B98E2027E0E1292
111158,1.66E+12,8/31/2022 16:55,9/1/2022 13:05,B-3cf6b68e-8756-4dc3-bcf3-061a8ad5b0bc,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T13:03:01-36C09B0081E9403BB8A71AEBC5B714B5
111159,1.66E+12,8/31/2022 16:55,9/1/2022 13:14,B-75f60bf9-6724-4919-9e4b-2a5622174c6a,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T13:11:31-44B8C6A22F814921B09DF7050B4D5446
111160,1.66E+12,8/31/2022 16:55,9/1/2022 13:16,B-2eb108fc-8265-4f60-adde-1fa6818be947,ORDER,ORDERCUST,SUCCESS,NULL,FINN_ADMIN,1036,ORDER-FINN_ADMIN-2022-09-01T13:14:31-CAB5DD2B909C47368A4DC132EDF43B2B
